"sex","age_cat","race","priors_count","c_charge_degree","length_of_stay","two_year_recid"
"Male","25 - 45","African-American",5,"F",7,"0"
"Male","25 - 45","African-American",4,"M",2,"0"
"Male","25 - 45","African-American",14,"F",2,"1"
"Male","> 45","Caucasian",2,"F",1,"0"
"Male","25 - 45","African-American",3,"M",2,"1"
"Male","< 25","African-American",2,"F",294,"0"
"Male","25 - 45","African-American",4,"F",339,"1"
"Male","> 45","Caucasian",2,"F",2,"1"
"Male","> 45","African-American",20,"F",33,"1"
"Male","25 - 45","African-American",2,"M",6,"0"
"Male","< 25","African-American",1,"M",1,"0"
"Male","25 - 45","African-American",1,"F",1,"0"
"Male","> 45","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",6,"F",1,"0"
"Male","25 - 45","African-American",10,"M",6,"1"
"Male","25 - 45","African-American",10,"F",0,"1"
"Male","25 - 45","Caucasian",1,"F",2,"0"
"Female","> 45","Caucasian",9,"F",385,"1"
"Male","> 45","Caucasian",1,"F",6,"0"
"Male","25 - 45","African-American",8,"F",41,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Female","> 45","Caucasian",2,"F",20,"0"
"Male","< 25","African-American",0,"F",1,"1"
"Male","> 45","African-American",18,"F",249,"1"
"Male","> 45","African-American",0,"M",2,"0"
"Male","< 25","African-American",1,"F",1,"0"
"Male","25 - 45","Caucasian",1,"F",16,"1"
"Male","> 45","Caucasian",0,"F",3,"0"
"Male","25 - 45","Caucasian",0,"M",0,"1"
"Male","< 25","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",0,"F",1,"1"
"Male","> 45","Caucasian",0,"M",3,"0"
"Male","25 - 45","Caucasian",2,"M",0,"0"
"Male","< 25","Caucasian",1,"F",1,"0"
"Male","< 25","African-American",0,"F",0,"0"
"Male","25 - 45","Caucasian",11,"F",268,"1"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Male","< 25","Caucasian",1,"F",1,"1"
"Male","> 45","African-American",0,"F",3,"1"
"Female","25 - 45","African-American",4,"F",1,"1"
"Male","> 45","African-American",2,"F",1,"0"
"Female","> 45","Caucasian",1,"F",8,"0"
"Male","< 25","African-American",6,"F",8,"1"
"Male","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","< 25","African-American",0,"F",1,"0"
"Male","> 45","African-American",11,"F",2,"0"
"Male","25 - 45","African-American",10,"F",2,"1"
"Male","< 25","African-American",0,"F",0,"0"
"Female","< 25","Caucasian",0,"M",2,"0"
"Male","25 - 45","Caucasian",22,"F",3,"1"
"Male","< 25","African-American",0,"F",1,"1"
"Female","> 45","Caucasian",0,"F",1,"0"
"Male","< 25","Caucasian",1,"F",1,"0"
"Male","25 - 45","African-American",7,"M",1,"1"
"Female","25 - 45","African-American",1,"M",0,"0"
"Male","> 45","African-American",8,"F",25,"0"
"Male","25 - 45","African-American",10,"M",41,"0"
"Female","25 - 45","African-American",0,"F",37,"0"
"Male","< 25","African-American",0,"F",8,"1"
"Female","25 - 45","African-American",3,"F",1,"0"
"Male","< 25","African-American",2,"F",1,"1"
"Male","25 - 45","African-American",4,"F",83,"1"
"Female","> 45","African-American",19,"F",31,"1"
"Female","< 25","Caucasian",1,"F",17,"1"
"Female","< 25","African-American",0,"F",1,"0"
"Male","> 45","Caucasian",18,"F",37,"1"
"Female","> 45","African-American",0,"F",0,"0"
"Female","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",5,"F",22,"1"
"Male","25 - 45","African-American",6,"F",6,"0"
"Male","25 - 45","African-American",4,"F",0,"1"
"Male","25 - 45","African-American",2,"M",0,"0"
"Male","25 - 45","African-American",1,"M",3,"0"
"Male","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",8,"F",1,"1"
"Male","25 - 45","Caucasian",0,"M",0,"0"
"Male","> 45","Caucasian",0,"M",0,"0"
"Male","25 - 45","African-American",4,"F",1,"0"
"Female","25 - 45","African-American",4,"F",2,"0"
"Male","< 25","Caucasian",1,"M",1,"1"
"Male","< 25","Caucasian",2,"F",6,"1"
"Male","< 25","Caucasian",0,"F",3,"1"
"Male","> 45","African-American",11,"F",140,"0"
"Male","> 45","Caucasian",0,"F",11,"0"
"Female","25 - 45","African-American",3,"F",28,"0"
"Male","25 - 45","Caucasian",0,"M",5,"0"
"Male","< 25","African-American",1,"F",4,"1"
"Male","25 - 45","Caucasian",2,"M",0,"0"
"Male","< 25","African-American",0,"F",1,"1"
"Male","25 - 45","African-American",22,"F",0,"1"
"Male","> 45","African-American",0,"M",1,"0"
"Male","25 - 45","Caucasian",2,"F",27,"1"
"Male","< 25","Caucasian",0,"F",1,"0"
"Female","< 25","African-American",1,"M",0,"1"
"Female","25 - 45","African-American",1,"M",1,"0"
"Male","25 - 45","Caucasian",2,"F",0,"0"
"Male","25 - 45","African-American",3,"F",1,"1"
"Female","25 - 45","African-American",0,"M",2,"0"
"Male","25 - 45","African-American",0,"F",0,"0"
"Male","25 - 45","African-American",17,"F",4,"1"
"Female","< 25","Caucasian",1,"M",1,"1"
"Male","< 25","African-American",1,"F",1,"1"
"Male","25 - 45","African-American",7,"F",1,"0"
"Male","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","Caucasian",0,"M",9,"0"
"Male","25 - 45","Caucasian",8,"F",2,"0"
"Male","25 - 45","African-American",14,"F",1,"1"
"Male","25 - 45","African-American",0,"M",1,"0"
"Female","25 - 45","Caucasian",1,"M",1,"1"
"Male","25 - 45","African-American",5,"M",6,"1"
"Male","25 - 45","African-American",16,"F",17,"0"
"Male","25 - 45","Caucasian",1,"M",1,"1"
"Male","25 - 45","Caucasian",0,"M",0,"0"
"Male","> 45","Caucasian",2,"F",0,"0"
"Male","25 - 45","African-American",3,"M",2,"1"
"Female","< 25","African-American",1,"F",2,"0"
"Male","25 - 45","Caucasian",2,"M",1,"0"
"Male","25 - 45","African-American",13,"F",5,"1"
"Male","25 - 45","African-American",20,"F",1,"0"
"Male","25 - 45","African-American",3,"F",1,"1"
"Male","> 45","African-American",25,"F",6,"1"
"Male","< 25","African-American",1,"M",1,"1"
"Male","> 45","African-American",9,"M",39,"1"
"Male","25 - 45","Caucasian",5,"F",35,"1"
"Male","> 45","African-American",4,"M",28,"1"
"Male","25 - 45","African-American",4,"M",1,"0"
"Male","> 45","Caucasian",4,"M",0,"0"
"Male","25 - 45","African-American",1,"F",5,"1"
"Male","25 - 45","African-American",2,"M",1,"0"
"Male","25 - 45","African-American",6,"F",20,"1"
"Male","> 45","Caucasian",0,"F",1,"0"
"Male","< 25","African-American",1,"M",1,"1"
"Male","25 - 45","Caucasian",4,"M",293,"1"
"Female","25 - 45","Caucasian",1,"M",10,"1"
"Male","< 25","African-American",1,"F",2,"0"
"Male","< 25","African-American",1,"F",3,"1"
"Male","< 25","Caucasian",3,"F",1,"1"
"Male","25 - 45","African-American",4,"M",1,"1"
"Male","> 45","Caucasian",1,"F",1,"0"
"Male","< 25","African-American",5,"F",2,"1"
"Male","25 - 45","Caucasian",0,"F",0,"0"
"Male","> 45","Caucasian",0,"F",1,"0"
"Male","< 25","African-American",7,"M",1,"0"
"Female","< 25","Caucasian",0,"M",1,"0"
"Male","< 25","African-American",1,"F",1,"1"
"Male","25 - 45","African-American",9,"M",2,"0"
"Male","25 - 45","African-American",5,"F",1,"1"
"Female","< 25","Caucasian",1,"F",2,"0"
"Male","25 - 45","African-American",0,"F",10,"1"
"Male","25 - 45","African-American",25,"M",118,"1"
"Male","< 25","African-American",0,"F",2,"0"
"Male","25 - 45","African-American",13,"F",2,"1"
"Female","25 - 45","African-American",4,"F",1,"0"
"Male","25 - 45","Caucasian",0,"F",22,"0"
"Female","> 45","African-American",0,"F",2,"0"
"Male","< 25","African-American",3,"F",34,"0"
"Female","25 - 45","African-American",1,"M",1,"0"
"Male","< 25","Caucasian",1,"F",20,"1"
"Male","25 - 45","Caucasian",3,"F",1,"0"
"Male","< 25","African-American",6,"F",136,"1"
"Male","25 - 45","African-American",1,"F",2,"0"
"Male","> 45","Caucasian",1,"F",1,"0"
"Male","25 - 45","African-American",1,"F",1,"0"
"Male","> 45","African-American",3,"F",1,"0"
"Male","< 25","Caucasian",1,"M",1,"1"
"Male","25 - 45","African-American",4,"F",108,"0"
"Female","25 - 45","Caucasian",1,"F",0,"1"
"Female","25 - 45","African-American",1,"F",180,"0"
"Male","25 - 45","African-American",9,"F",11,"1"
"Male","25 - 45","Caucasian",0,"F",28,"1"
"Male","> 45","Caucasian",1,"F",3,"1"
"Male","25 - 45","African-American",3,"M",2,"1"
"Male","25 - 45","African-American",3,"F",3,"1"
"Male","25 - 45","African-American",5,"M",0,"1"
"Female","25 - 45","Caucasian",0,"M",0,"0"
"Male","25 - 45","African-American",0,"F",1,"1"
"Male","25 - 45","Caucasian",4,"M",19,"0"
"Female","25 - 45","Caucasian",3,"M",45,"0"
"Female","> 45","Caucasian",0,"M",1,"0"
"Male","< 25","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",6,"M",36,"1"
"Male","< 25","African-American",1,"F",0,"1"
"Male","> 45","African-American",2,"F",9,"1"
"Male","25 - 45","African-American",0,"M",1,"0"
"Male","> 45","Caucasian",1,"F",4,"0"
"Male","25 - 45","African-American",4,"M",1,"1"
"Female","> 45","Caucasian",1,"F",2,"1"
"Male","> 45","African-American",3,"F",1,"1"
"Male","< 25","African-American",2,"F",1,"1"
"Male","25 - 45","African-American",19,"F",15,"1"
"Male","> 45","African-American",3,"M",220,"0"
"Male","25 - 45","Caucasian",2,"F",2,"0"
"Male","> 45","African-American",0,"M",1,"0"
"Male","< 25","African-American",5,"F",45,"1"
"Male","25 - 45","African-American",10,"M",1,"1"
"Male","25 - 45","African-American",1,"F",3,"0"
"Female","25 - 45","Caucasian",1,"M",0,"0"
"Male","> 45","Caucasian",4,"F",32,"1"
"Male","25 - 45","African-American",14,"F",2,"1"
"Male","< 25","African-American",2,"F",1,"0"
"Male","25 - 45","African-American",5,"F",3,"1"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Male","< 25","African-American",1,"F",109,"0"
"Male","25 - 45","African-American",2,"M",1,"1"
"Male","< 25","African-American",6,"F",2,"1"
"Female","25 - 45","Caucasian",0,"F",1,"0"
"Male","< 25","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",1,"M",2,"1"
"Male","> 45","African-American",0,"F",1,"1"
"Male","25 - 45","African-American",7,"F",79,"1"
"Male","25 - 45","Caucasian",2,"F",1,"0"
"Male","25 - 45","Caucasian",5,"F",1,"0"
"Male","< 25","Caucasian",0,"M",2,"0"
"Female","< 25","Caucasian",0,"M",1,"1"
"Male","> 45","African-American",0,"F",2,"0"
"Male","25 - 45","African-American",10,"F",1,"1"
"Male","< 25","Caucasian",0,"M",1,"0"
"Male","< 25","African-American",2,"F",6,"1"
"Male","25 - 45","African-American",5,"M",19,"1"
"Male","25 - 45","African-American",10,"F",23,"1"
"Male","> 45","African-American",4,"M",79,"1"
"Male","< 25","Caucasian",2,"M",14,"1"
"Male","25 - 45","Caucasian",2,"F",4,"0"
"Male","25 - 45","African-American",0,"M",1,"1"
"Female","< 25","African-American",0,"F",1,"0"
"Male","> 45","African-American",6,"M",2,"1"
"Male","25 - 45","African-American",0,"F",2,"0"
"Female","< 25","African-American",6,"M",18,"0"
"Male","25 - 45","African-American",1,"M",9,"0"
"Male","25 - 45","Caucasian",8,"F",1,"1"
"Male","< 25","African-American",1,"M",1,"1"
"Male","25 - 45","African-American",4,"M",1,"1"
"Female","25 - 45","African-American",3,"F",26,"0"
"Male","< 25","African-American",2,"F",6,"1"
"Male","25 - 45","Caucasian",8,"F",2,"0"
"Male","> 45","Caucasian",1,"F",2,"0"
"Male","25 - 45","African-American",6,"F",40,"1"
"Male","25 - 45","Caucasian",0,"M",0,"0"
"Male","< 25","African-American",0,"F",1,"1"
"Female","25 - 45","Caucasian",4,"F",168,"1"
"Female","< 25","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",6,"F",3,"1"
"Male","> 45","African-American",17,"M",0,"0"
"Male","25 - 45","African-American",3,"F",302,"1"
"Male","< 25","Caucasian",2,"F",0,"0"
"Male","< 25","African-American",2,"M",5,"0"
"Male","25 - 45","African-American",5,"F",1,"0"
"Male","25 - 45","African-American",1,"F",5,"0"
"Male","25 - 45","African-American",2,"F",38,"0"
"Male","25 - 45","Caucasian",6,"F",0,"0"
"Male","25 - 45","African-American",2,"F",58,"0"
"Male","25 - 45","African-American",0,"F",0,"0"
"Male","25 - 45","African-American",17,"M",2,"1"
"Male","25 - 45","African-American",11,"M",2,"1"
"Male","25 - 45","African-American",1,"F",2,"0"
"Male","25 - 45","African-American",6,"F",1,"1"
"Male","< 25","African-American",1,"F",2,"1"
"Male","> 45","Caucasian",1,"F",1,"0"
"Male","25 - 45","African-American",5,"F",203,"1"
"Female","> 45","African-American",0,"F",1,"0"
"Female","25 - 45","African-American",3,"M",1,"0"
"Male","< 25","Caucasian",3,"M",2,"0"
"Female","> 45","African-American",5,"F",1,"0"
"Male","25 - 45","African-American",16,"F",0,"1"
"Male","> 45","African-American",8,"F",72,"0"
"Female","25 - 45","African-American",5,"M",47,"1"
"Male","> 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",1,"F",7,"0"
"Male","25 - 45","African-American",3,"M",0,"1"
"Male","25 - 45","African-American",13,"M",1,"1"
"Male","> 45","African-American",2,"M",0,"0"
"Male","25 - 45","Caucasian",1,"F",15,"0"
"Male","> 45","Caucasian",5,"M",12,"0"
"Male","> 45","Caucasian",2,"F",2,"0"
"Male","25 - 45","African-American",1,"M",1,"1"
"Male","25 - 45","African-American",0,"M",1,"1"
"Female","> 45","Caucasian",0,"M",1,"0"
"Female","< 25","African-American",0,"M",1,"0"
"Male","> 45","African-American",17,"F",26,"1"
"Male","25 - 45","African-American",1,"F",1,"1"
"Male","25 - 45","African-American",0,"F",2,"0"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",2,"M",5,"1"
"Male","25 - 45","African-American",2,"M",2,"0"
"Male","25 - 45","African-American",4,"M",3,"1"
"Female","25 - 45","African-American",0,"F",2,"0"
"Female","25 - 45","African-American",4,"F",1,"1"
"Female","> 45","Caucasian",30,"M",4,"1"
"Male","> 45","African-American",4,"F",0,"0"
"Male","25 - 45","African-American",2,"F",1,"0"
"Female","25 - 45","Caucasian",0,"F",1,"0"
"Male","> 45","Caucasian",0,"F",1,"0"
"Male","> 45","African-American",2,"F",1,"0"
"Male","> 45","African-American",19,"F",118,"0"
"Male","< 25","African-American",5,"F",19,"1"
"Male","< 25","African-American",0,"F",1,"1"
"Male","25 - 45","African-American",0,"F",1,"1"
"Female","< 25","African-American",1,"F",14,"0"
"Male","25 - 45","African-American",2,"F",21,"0"
"Female","> 45","Caucasian",4,"F",4,"0"
"Male","> 45","Caucasian",1,"F",1,"1"
"Male","25 - 45","African-American",8,"F",2,"1"
"Male","25 - 45","Caucasian",3,"F",0,"0"
"Male","25 - 45","African-American",1,"F",2,"0"
"Male","> 45","African-American",10,"F",1,"1"
"Male","> 45","Caucasian",2,"M",0,"0"
"Male","25 - 45","Caucasian",1,"M",0,"0"
"Male","25 - 45","Caucasian",0,"F",0,"0"
"Female","< 25","African-American",1,"F",1,"1"
"Male","> 45","Caucasian",0,"F",0,"0"
"Male","> 45","African-American",1,"F",19,"1"
"Male","> 45","Caucasian",2,"F",13,"0"
"Male","25 - 45","Caucasian",6,"M",28,"0"
"Male","< 25","African-American",1,"M",0,"1"
"Male","25 - 45","African-American",0,"F",0,"0"
"Male","25 - 45","African-American",9,"F",800,"1"
"Male","25 - 45","Caucasian",2,"M",12,"0"
"Female","> 45","Caucasian",2,"F",41,"1"
"Male","< 25","Caucasian",0,"M",1,"1"
"Male","25 - 45","African-American",18,"M",1,"0"
"Female","25 - 45","Caucasian",5,"F",7,"1"
"Male","< 25","African-American",1,"F",1,"1"
"Female","< 25","African-American",0,"F",0,"0"
"Male","25 - 45","Caucasian",7,"M",46,"1"
"Male","< 25","African-American",1,"F",58,"0"
"Female","> 45","Caucasian",1,"M",27,"0"
"Male","> 45","African-American",3,"F",0,"0"
"Male","> 45","Caucasian",8,"F",12,"0"
"Male","> 45","African-American",7,"F",1,"0"
"Male","25 - 45","Caucasian",3,"F",1,"0"
"Female","25 - 45","African-American",4,"M",1,"1"
"Female","< 25","Caucasian",2,"F",2,"0"
"Female","< 25","African-American",3,"F",1,"1"
"Male","> 45","Caucasian",3,"M",2,"1"
"Male","25 - 45","Caucasian",4,"M",1,"0"
"Male","> 45","Caucasian",1,"M",2,"0"
"Female","< 25","Caucasian",0,"M",0,"0"
"Female","25 - 45","Caucasian",1,"F",2,"0"
"Male","25 - 45","African-American",0,"M",4,"1"
"Male","< 25","African-American",3,"F",0,"1"
"Male","25 - 45","African-American",16,"F",1,"1"
"Female","> 45","Caucasian",0,"M",0,"1"
"Male","25 - 45","African-American",10,"F",105,"0"
"Male","25 - 45","African-American",4,"M",2,"1"
"Male","< 25","African-American",0,"F",0,"0"
"Male","25 - 45","African-American",12,"M",2,"1"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Female","25 - 45","Caucasian",0,"M",0,"0"
"Male","25 - 45","Caucasian",1,"F",230,"0"
"Male","25 - 45","African-American",9,"F",1,"1"
"Male","25 - 45","Caucasian",11,"F",56,"0"
"Male","25 - 45","African-American",5,"F",2,"1"
"Male","25 - 45","African-American",11,"F",7,"1"
"Male","> 45","African-American",1,"F",0,"1"
"Male","> 45","Caucasian",1,"F",51,"1"
"Female","> 45","African-American",1,"F",1,"0"
"Male","25 - 45","Caucasian",7,"M",144,"1"
"Male","25 - 45","African-American",1,"M",0,"1"
"Male","> 45","African-American",5,"F",1,"0"
"Female","> 45","Caucasian",6,"M",33,"0"
"Male","25 - 45","Caucasian",0,"M",0,"0"
"Female","< 25","African-American",0,"F",1,"0"
"Female","25 - 45","African-American",14,"F",4,"0"
"Male","< 25","African-American",5,"F",117,"1"
"Male","25 - 45","Caucasian",1,"M",0,"1"
"Male","25 - 45","Caucasian",3,"M",32,"0"
"Female","> 45","Caucasian",0,"M",0,"0"
"Male","< 25","Caucasian",0,"F",1,"1"
"Female","> 45","Caucasian",0,"F",13,"0"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Female","< 25","African-American",0,"F",1,"0"
"Female","> 45","Caucasian",1,"F",4,"1"
"Male","25 - 45","Caucasian",0,"M",0,"0"
"Male","25 - 45","Caucasian",17,"M",47,"1"
"Male","25 - 45","Caucasian",4,"F",1,"1"
"Female","25 - 45","Caucasian",0,"M",0,"0"
"Male","< 25","African-American",1,"M",4,"0"
"Male","> 45","African-American",0,"F",1,"0"
"Male","< 25","African-American",2,"F",1,"1"
"Male","< 25","Caucasian",1,"M",1,"0"
"Male","< 25","African-American",0,"F",2,"1"
"Female","< 25","African-American",3,"F",59,"0"
"Female","25 - 45","African-American",2,"F",14,"0"
"Male","25 - 45","Caucasian",3,"M",0,"0"
"Male","25 - 45","African-American",9,"M",1,"0"
"Male","< 25","African-American",0,"F",4,"0"
"Male","25 - 45","African-American",9,"F",1,"1"
"Male","> 45","African-American",3,"F",1,"0"
"Male","< 25","African-American",0,"F",2,"1"
"Female","25 - 45","African-American",3,"F",3,"1"
"Male","25 - 45","African-American",4,"F",191,"1"
"Male","> 45","African-American",4,"M",2,"0"
"Female","< 25","African-American",0,"M",0,"0"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",4,"F",33,"1"
"Female","25 - 45","Caucasian",2,"F",43,"1"
"Female","25 - 45","Caucasian",11,"F",35,"1"
"Female","25 - 45","African-American",6,"F",4,"1"
"Male","> 45","African-American",3,"F",1,"0"
"Female","25 - 45","Caucasian",3,"M",1,"0"
"Male","25 - 45","Caucasian",2,"F",1,"1"
"Male","25 - 45","African-American",5,"F",57,"0"
"Female","25 - 45","Caucasian",0,"F",1,"0"
"Male","< 25","African-American",0,"M",4,"1"
"Female","25 - 45","African-American",2,"F",2,"0"
"Male","25 - 45","Caucasian",0,"F",78,"0"
"Female","> 45","Caucasian",12,"F",171,"0"
"Female","25 - 45","Caucasian",1,"M",1,"0"
"Male","> 45","Caucasian",8,"F",4,"1"
"Female","25 - 45","African-American",1,"F",1,"0"
"Male","< 25","African-American",1,"F",83,"0"
"Male","25 - 45","African-American",0,"M",0,"0"
"Male","25 - 45","Caucasian",0,"F",9,"1"
"Male","25 - 45","African-American",5,"F",51,"1"
"Male","25 - 45","African-American",4,"F",414,"1"
"Male","25 - 45","African-American",7,"F",2,"1"
"Male","25 - 45","Caucasian",0,"F",158,"0"
"Male","25 - 45","African-American",3,"F",1,"0"
"Male","< 25","Caucasian",1,"F",1,"0"
"Female","25 - 45","African-American",0,"M",1,"0"
"Male","< 25","Caucasian",1,"F",1,"1"
"Male","25 - 45","African-American",1,"F",31,"1"
"Male","25 - 45","African-American",0,"M",1,"1"
"Male","25 - 45","African-American",3,"F",1,"1"
"Male","25 - 45","African-American",1,"M",8,"0"
"Male","25 - 45","Caucasian",0,"F",25,"0"
"Male","< 25","African-American",0,"M",1,"0"
"Male","> 45","Caucasian",0,"M",1,"0"
"Male","< 25","African-American",0,"F",0,"0"
"Female","25 - 45","African-American",2,"F",1,"1"
"Male","25 - 45","African-American",0,"M",1,"0"
"Female","25 - 45","Caucasian",1,"F",42,"0"
"Female","25 - 45","Caucasian",1,"M",1,"0"
"Male","25 - 45","Caucasian",2,"M",36,"1"
"Female","> 45","Caucasian",3,"M",44,"0"
"Male","< 25","African-American",2,"M",1,"1"
"Male","< 25","African-American",0,"F",1,"0"
"Female","25 - 45","African-American",0,"M",2,"1"
"Male","< 25","African-American",8,"F",47,"1"
"Male","> 45","African-American",12,"F",1,"0"
"Male","25 - 45","African-American",6,"M",1,"0"
"Male","25 - 45","African-American",2,"M",24,"1"
"Male","< 25","Caucasian",4,"M",1,"0"
"Male","25 - 45","African-American",0,"M",2,"1"
"Male","25 - 45","African-American",4,"F",355,"1"
"Male","< 25","Caucasian",1,"F",37,"1"
"Male","25 - 45","Caucasian",10,"F",109,"1"
